videoName,PhaseName,Start,End
RALIHR_surgeon01_fps01_0054,Transitionary Idle8,25:20,25:24
RALIHR_surgeon01_fps01_0054,Stationary Idle2,25:24,25:50
RALIHR_surgeon01_fps01_0054,Transitionary Idle9,25:50,27:06
RALIHR_surgeon01_fps01_0054,Catheter insertion1,27:06,27:58
RALIHR_surgeon01_fps01_0054,Transitionary Idle10,27:58,28:07
RALIHR_surgeon01_fps01_0054,Positioning suture2,28:07,28:20
RALIHR_surgeon01_fps01_0054,Peritoneal closure1,28:20,35:53
RALIHR_surgeon01_fps01_0054,Positioning suture3,35:53,37:06
RALIHR_surgeon01_fps01_0054,Peritoneal closure2,37:06,38:26
RALIHR_surgeon01_fps01_0054,Positioning suture4,38:26,38:44
RALIHR_surgeon01_fps01_0054,Peritoneal closure3,38:44,39:46
RALIHR_surgeon01_fps01_0054,Positioning suture5,39:46,40:01
RALIHR_surgeon01_fps01_0054,Peritoneal closure4,40:01,42:56
RALIHR_surgeon01_fps01_0054,Positioning suture6,42:56,43:39
RALIHR_surgeon01_fps01_0054,Transitionary Idle11,43:39,43:54
RALIHR_surgeon01_fps01_0055,Transitionary Idle1,00:00:00,00:00:10
RALIHR_surgeon01_fps01_0055,Positioning suture1,00:00:10,00:00:27
RALIHR_surgeon01_fps01_0055,Transitionary Idle2,00:00:27,00:00:38
RALIHR_surgeon01_fps01_0055,Mesh positioning1,00:00:38,00:01:12
RALIHR_surgeon01_fps01_0055,Transitionary Idle3,00:01:12,00:01:28
RALIHR_surgeon01_fps01_0055,Peritoneal scoring1,00:01:28,00:04:10
RALIHR_surgeon01_fps01_0055,Preperitoneal dissection1,00:04:10,00:07:49
RALIHR_surgeon01_fps01_0055,Reduction of Hernia1,00:07:49,00:26:54
RALIHR_surgeon01_fps01_0055,Transitionary Idle4,00:26:54,00:27:05
RALIHR_surgeon01_fps01_0055,Mesh placement1,00:27:05,00:29:10
RALIHR_surgeon01_fps01_0055,Transitionary Idle5,00:29:10,00:29:27
RALIHR_surgeon01_fps01_0055,Peritoneal scoring2,00:29:27,00:31:15
RALIHR_surgeon01_fps01_0055,Preperitoneal dissection2,00:31:15,00:34:10
RALIHR_surgeon01_fps01_0055,Reduction of Hernia2,00:34:10,00:38:29
RALIHR_surgeon01_fps01_0055,Transitionary Idle6,00:38:29,00:38:38
RALIHR_surgeon01_fps01_0055,Mesh placement2,00:38:38,00:41:41
RALIHR_surgeon01_fps01_0055,Transitionary Idle7,00:41:41,00:41:47
RALIHR_surgeon01_fps01_0055,Mesh placement3,00:41:47,00:41:49
RALIHR_surgeon01_fps01_0055,Transitionary Idle8,00:41:49,00:41:54
RALIHR_surgeon01_fps01_0055,Positioning suture2,00:41:54,00:42:05
RALIHR_surgeon01_fps01_0055,Peritoneal closure1,00:42:05,00:42:57
RALIHR_surgeon01_fps01_0055,Catheter insertion1,00:42:57,00:43:41
RALIHR_surgeon01_fps01_0055,Peritoneal closure2,00:43:41,00:46:24
RALIHR_surgeon01_fps01_0055,Positioning suture3,00:46:24,00:46:48
RALIHR_surgeon01_fps01_0055,Peritoneal closure3,00:46:48,00:51:45
RALIHR_surgeon01_fps01_0055,Positioning suture4,00:51:45,00:53:13
RALIHR_surgeon01_fps01_0055,Peritoneal closure4,00:53:13,00:55:25
RALIHR_surgeon01_fps01_0055,Positioning suture5,00:55:25,00:55:49
RALIHR_surgeon01_fps01_0055,Peritoneal closure5,00:55:49,00:56:01
RALIHR_surgeon01_fps01_0055,Positioning suture6,00:56:01,00:56:45
RALIHR_surgeon01_fps01_0055,Peritoneal closure6,00:56:45,00:57:22
RALIHR_surgeon01_fps01_0055,Positioning suture7,00:57:22,00:57:35
RALIHR_surgeon01_fps01_0055,Peritoneal closure7,00:57:35,00:58:42
RALIHR_surgeon01_fps01_0055,Positioning suture8,00:58:42,01:00:11
RALIHR_surgeon01_fps01_0055,Peritoneal closure8,01:00:11,01:04:38
RALIHR_surgeon01_fps01_0055,Positioning suture9,01:04:38,01:04:53
RALIHR_surgeon01_fps01_0055,Peritoneal closure9,01:04:53,01:06:59
RALIHR_surgeon01_fps01_0055,Positioning suture10,01:06:59,01:07:43
RALIHR_surgeon01_fps01_0055,Transitionary Idle9,01:07:43,01:07:47
RALIHR_surgeon01_fps01_0055,Stationary Idle1,01:07:47,01:08:07
RALIHR_surgeon01_fps01_0056,Transitionary Idle1,00:00:00,00:00:25
RALIHR_surgeon01_fps01_0056,Mesh positioning1,00:00:25,00:00:29
RALIHR_surgeon01_fps01_0056,Transitionary Idle2,00:00:29,00:00:35
RALIHR_surgeon01_fps01_0056,Positioning suture1,00:00:35,00:00:42
RALIHR_surgeon01_fps01_0056,Transitionary Idle3,00:00:42,00:00:46
RALIHR_surgeon01_fps01_0056,Reduction of Hernia1,00:00:46,00:06:27
RALIHR_surgeon01_fps01_0056,Transitionary Idle4,00:06:27,00:07:20
RALIHR_surgeon01_fps01_0056,Peritoneal scoring1,00:07:20,00:08:51
RALIHR_surgeon01_fps01_0056,Preperitoneal dissection1,00:08:51,00:13:42
RALIHR_surgeon01_fps01_0056,Reduction of Hernia2,00:13:42,00:36:13
RALIHR_surgeon01_fps01_0056,Transitionary Idle5,00:36:13,00:46:48
RALIHR_surgeon01_fps01_0056,Positioning suture2,00:46:48,00:47:17
RALIHR_surgeon01_fps01_0056,Primary Hernia repair1,00:47:17,00:50:11
RALIHR_surgeon01_fps01_0056,Positioning suture3,00:50:11,00:50:25
RALIHR_surgeon01_fps01_0056,Transitionary Idle6,00:50:25,00:51:14
RALIHR_surgeon01_fps01_0056,Mesh placement1,00:51:14,00:53:30
RALIHR_surgeon01_fps01_0056,Transitionary Idle7,00:53:30,00:55:22
RALIHR_surgeon01_fps01_0056,Out of Body1,00:55:22,00:55:49
RALIHR_surgeon01_fps01_0056,Transitionary Idle8,00:55:49,00:55:56
RALIHR_surgeon01_fps01_0056,Out of Body2,00:55:56,00:56:36
RALIHR_surgeon01_fps01_0056,Transitionary Idle9,00:56:36,00:57:53
RALIHR_surgeon01_fps01_0056,Positioning suture4,00:57:53,00:58:00
RALIHR_surgeon01_fps01_0056,Peritoneal closure1,00:58:00,01:10:42
RALIHR_surgeon01_fps01_0056,Positioning suture5,01:10:42,01:14:52
RALIHR_surgeon01_fps01_0056,Peritoneal closure2,01:14:52,01:16:56
RALIHR_surgeon01_fps01_0056,Catheter insertion1,01:16:56,01:17:08
RALIHR_surgeon01_fps01_0056,Transitionary Idle10,01:17:08,01:17:10
RALIHR_surgeon01_fps01_0056,Positioning suture6,01:17:10,01:17:25
RALIHR_surgeon01_fps01_0056,Peritoneal closure3,01:17:25,01:32:25
RALIHR_surgeon01_fps01_0056,Positioning suture7,01:32:25,01:33:05
RALIHR_surgeon01_fps01_0056,Transitionary Idle11,01:33:05,01:33:19
RALIHR_surgeon01_fps01_0056,Stationary Idle1,01:33:19,01:33:29
RALIHR_surgeon01_fps01_0056,Transitionary Idle12,01:33:29,01:33:34
RALIHR_surgeon01_fps01_0057,Transitionary Idle1,00:00:00,00:00:17
RALIHR_surgeon01_fps01_0057,Positioning suture1,00:00:17,00:00:40
RALIHR_surgeon01_fps01_0057,Transitionary Idle2,00:00:40,00:00:49
RALIHR_surgeon01_fps01_0057,Mesh positioning1,00:00:49,00:01:12
RALIHR_surgeon01_fps01_0057,Transitionary Idle3,00:01:12,00:01:16
RALIHR_surgeon01_fps01_0057,Peritoneal scoring1,00:01:16,00:02:19
RALIHR_surgeon01_fps01_0057,Preperitoneal dissection1,00:02:19,00:07:29
RALIHR_surgeon01_fps01_0057,Reduction of Hernia1,00:07:29,00:18:11
RALIHR_surgeon01_fps01_0057,Transitionary Idle4,00:18:11,00:18:16
RALIHR_surgeon01_fps01_0057,Mesh placement1,00:18:16,00:18:48
RALIHR_surgeon01_fps01_0057,Transitionary Idle5,00:18:48,00:19:07
RALIHR_surgeon01_fps01_0057,Peritoneal scoring2,00:19:07,00:20:09
RALIHR_surgeon01_fps01_0057,Preperitoneal dissection2,00:20:09,00:23:58
RALIHR_surgeon01_fps01_0057,Reduction of Hernia2,00:23:58,00:29:08
RALIHR_surgeon01_fps01_0057,Transitionary Idle6,00:29:08,00:29:17
RALIHR_surgeon01_fps01_0057,Mesh placement2,00:29:17,00:30:29
RALIHR_surgeon01_fps01_0057,Transitionary Idle7,00:30:29,00:31:24
RALIHR_surgeon01_fps01_0057,Mesh placement3,00:31:24,00:35:29
RALIHR_surgeon01_fps01_0057,Transitionary Idle7,00:35:29,00:35:46
RALIHR_surgeon01_fps01_0057,Mesh placement4,00:35:46,00:39:11
RALIHR_surgeon01_fps01_0057,Transitionary Idle8,00:39:11,00:39:21
RALIHR_surgeon01_fps01_0057,Mesh placement5,00:39:21,00:39:30
RALIHR_surgeon01_fps01_0057,Transitionary Idle9,00:39:30,00:39:34
RALIHR_surgeon01_fps01_0057,Positioning suture2,00:39:34,00:40:30
RALIHR_surgeon01_fps01_0057,Catheter insertion1,00:40:30,00:41:08
RALIHR_surgeon01_fps01_0057,Peritoneal closure1,00:41:08,00:46:05
RALIHR_surgeon01_fps01_0057,Positioning suture3,00:46:05,00:46:31
RALIHR_surgeon01_fps01_0057,Peritoneal closure2,00:46:31,00:47:15
RALIHR_surgeon01_fps01_0057,Positioning suture4,00:47:15,00:47:38
RALIHR_surgeon01_fps01_0057,Peritoneal closure3,00:47:38,00:50:40
RALIHR_surgeon01_fps01_0057,Positioning suture5,00:50:40,00:53:02
RALIHR_surgeon01_fps01_0057,Stationary Idle1,00:53:02,00:53:41
RALIHR_surgeon01_fps01_0057,Positioning suture6,00:53:41,00:54:43
RALIHR_surgeon01_fps01_0057,Peritoneal closure4,00:54:43,01:06:17
RALIHR_surgeon01_fps01_0057,Positioning suture7,01:06:17,01:07:14
RALIHR_surgeon01_fps01_0057,Stationary Idle2,01:07:14,01:07:20
RALIHR_surgeon01_fps01_0058,Transitionary Idle1,00:00,00:07
RALIHR_surgeon01_fps01_0058,Peritoneal scoring1,00:07,01:26
RALIHR_surgeon01_fps01_0058,Stationary Idle1,01:26,03:13
RALIHR_surgeon01_fps01_0058,Transitionary Idle2,03:13,03:31
RALIHR_surgeon01_fps01_0058,Positioning suture1,03:31,03:44
RALIHR_surgeon01_fps01_0058,Transitionary Idle3,03:44,03:58
RALIHR_surgeon01_fps01_0058,Peritoneal scoring2,03:58,04:24
RALIHR_surgeon01_fps01_0058,Preperitoneal dissection1,04:24,06:58
RALIHR_surgeon01_fps01_0058,Reduction of Hernia1,06:58,15:09
RALIHR_surgeon01_fps01_0058,Transitionary Idle4,15:09,15:24
RALIHR_surgeon01_fps01_0058,Mesh placement1,15:24,18:27
RALIHR_surgeon01_fps01_0058,Transitionary Idle5,18:27,18:37
RALIHR_surgeon01_fps01_0058,Positioning suture2,18:37,18:41
RALIHR_surgeon01_fps01_0058,Peritoneal closure1,18:41,19:46
RALIHR_surgeon01_fps01_0058,Catheter insertion1,19:46,20:28
RALIHR_surgeon01_fps01_0058,Peritoneal closure2,20:28,24:45
RALIHR_surgeon01_fps01_0058,Positioning suture3,24:45,25:27
RALIHR_surgeon01_fps01_0059,Transitionary Idle1,00:00:00,00:00:10
RALIHR_surgeon01_fps01_0059,Adhesiolysis1,00:00:10,00:00:20
RALIHR_surgeon01_fps01_0059,Transitionary Idle2,00:00:20,00:00:32
RALIHR_surgeon01_fps01_0059,Positioning suture1,00:00:32,00:00:43
RALIHR_surgeon01_fps01_0059,Transitionary Idle3,00:00:43,00:00:48
RALIHR_surgeon01_fps01_0059,Mesh positioning1,00:00:48,00:01:06
RALIHR_surgeon01_fps01_0059,Transitionary Idle4,00:01:06,00:01:42
RALIHR_surgeon01_fps01_0059,Peritoneal scoring1,00:01:42,00:03:24
RALIHR_surgeon01_fps01_0059,Preperitoneal dissection1 ,00:03:24,00:11:20
RALIHR_surgeon01_fps01_0059,Reduction of Hernia1,00:11:20,00:16:06
RALIHR_surgeon01_fps01_0059,Transitionary Idle5,00:16:06,00:16:23
RALIHR_surgeon01_fps01_0059,Mesh placement1,00:16:23,00:17:11
RALIHR_surgeon01_fps01_0059,Transitionary Idle6,00:17:11,00:17:27
RALIHR_surgeon01_fps01_0059,Peritoneal scoring2,00:17:27,00:19:22
RALIHR_surgeon01_fps01_0059,Preperitoneal dissection2,00:19:22,00:24:09
RALIHR_surgeon01_fps01_0059,Reduction of Hernia2,00:24:09,00:29:29
RALIHR_surgeon01_fps01_0059,Transitionary Idle6,00:29:29,00:30:31
RALIHR_surgeon01_fps01_0059,Out of Body1,00:30:31,00:30:59
RALIHR_surgeon01_fps01_0059,Transitionary Idle7,00:30:59,00:31:13
RALIHR_surgeon01_fps01_0059,Mesh placement2,00:31:13,00:31:56
RALIHR_surgeon01_fps01_0059,Transitionary Idle8,00:31:56,00:32:00
RALIHR_surgeon01_fps01_0059,Out of Body2,00:32:00,00:32:38
RALIHR_surgeon01_fps01_0059,Stationary Idle1,00:32:38,00:32:39
RALIHR_surgeon01_fps01_0059,Out of Body3,00:32:39,00:32:55
RALIHR_surgeon01_fps01_0059,Stationary Idle2,00:32:55,00:33:00
RALIHR_surgeon01_fps01_0059,Out of Body4,00:33:00,00:33:26
RALIHR_surgeon01_fps01_0059,Transitionary Idle9,00:33:26,00:33:34
RALIHR_surgeon01_fps01_0059,Mesh placement3,00:33:34,00:37:05
RALIHR_surgeon01_fps01_0059,Transitionary Idle10,00:37:05,00:37:43
RALIHR_surgeon01_fps01_0059,Positioning Suture2,00:37:43,00:37:51
RALIHR_surgeon01_fps01_0059,Transitionary Idle11,00:37:51,00:38:03
RALIHR_surgeon01_fps01_0059,Mesh placement4,00:38:03,00:45:30
RALIHR_surgeon01_fps01_0059,Transitionary Idle12,00:45:30,00:46:09
RALIHR_surgeon01_fps01_0059,Catheter insertion1,00:46:09,00:46:52
RALIHR_surgeon01_fps01_0059,Transitionary Idle13,00:46:52,00:47:04
RALIHR_surgeon01_fps01_0059,Positioning suture2,00:47:04,00:47:16
RALIHR_surgeon01_fps01_0059,Peritoneal closure1,00:47:16,00:50:45
RALIHR_surgeon01_fps01_0059,Positioning suture3,00:50:45,00:51:05
RALIHR_surgeon01_fps01_0059,Peritoneal closure2,00:51:05,00:54:31
RALIHR_surgeon01_fps01_0059,Positioning suture4,00:54:31,00:55:10
RALIHR_surgeon01_fps01_0059,Peritoneal closure3,00:55:10,00:59:47
RALIHR_surgeon01_fps01_0059,Positioning suture5,00:59:47,00:59:57
RALIHR_surgeon01_fps01_0059,Peritoneal closure3,00:59:57,01:01:54
RALIHR_surgeon01_fps01_0059,Positioning suture6,01:01:54,01:02:55
RALIHR_surgeon01_fps01_0059,Transitionary Idle14,01:02:55,01:03:01
RALIHR_surgeon01_fps01_0059,Stationary Idle3,01:03:01,01:03:18
RALIHR_surgeon01_fps01_0060,Transitionary Idle1,00:00,00:10
RALIHR_surgeon01_fps01_0060,Positioning suture1,00:10,00:39
RALIHR_surgeon01_fps01_0060,Transitionary Idle2,00:39,01:02
RALIHR_surgeon01_fps01_0060,Peritoneal scoring1,01:02,02:35
RALIHR_surgeon01_fps01_0060,Preperitoneal dissection1,02:35,05:00
RALIHR_surgeon01_fps01_0060,Reduction of Hernia1,05:00,08:50
RALIHR_surgeon01_fps01_0060,Preperitoneal dissection2,08:50,10:38
RALIHR_surgeon01_fps01_0060,Reduction of Hernia2,10:38,14:00
RALIHR_surgeon01_fps01_0060,Transitionary Idle3,14:00,14:34
RALIHR_surgeon01_fps01_0060,Mesh placement1,14:34,20:09
RALIHR_surgeon01_fps01_0060,Catheter insertion1,20:09,20:42
RALIHR_surgeon01_fps01_0060,Transitionary Idle4,20:42,20:54
RALIHR_surgeon01_fps01_0060,Positioning suture2,20:54,21:00
RALIHR_surgeon01_fps01_0060,Peritoneal closure1,21:00,28:18
RALIHR_surgeon01_fps01_0060,Positioning suture3,28:18,28:42
RALIHR_surgeon01_fps01_0060,Peritoneal closure2,28:42,30:04
RALIHR_surgeon01_fps01_0060,Positioning suture4,30:04,30:28
RALIHR_surgeon01_fps01_0060,Transitionary Idle5,30:28,30:58
RALIHR_surgeon01_fps01_0061,Transitionary Idle1,00:00:00,00:00:16
RALIHR_surgeon01_fps01_0061,Positioning suture1,00:00:16,00:00:28
RALIHR_surgeon01_fps01_0061,Transitionary Idle2,00:00:28,00:00:42
RALIHR_surgeon01_fps01_0061,Mesh positioning1,00:00:42,00:00:47
RALIHR_surgeon01_fps01_0061,Transitionary Idle3,00:00:47,00:00:59
RALIHR_surgeon01_fps01_0061,Peritoneal scoring1,00:00:59,00:02:26
RALIHR_surgeon01_fps01_0061,Preperitoneal dissection1,00:02:26,00:10:27
RALIHR_surgeon01_fps01_0061,Reduction of Hernia1,00:10:27,00:35:40
RALIHR_surgeon01_fps01_0061,Transitionary Idle4,00:35:40,00:38:25
RALIHR_surgeon01_fps01_0061,Mesh placement1,00:38:25,00:45:29
RALIHR_surgeon01_fps01_0061,Transitionary Idle5,00:45:29,00:48:18
RALIHR_surgeon01_fps01_0061,Positioning suture2,00:48:18,00:48:34
RALIHR_surgeon01_fps01_0061,Peritoneal closure1,00:48:34,00:48:41
RALIHR_surgeon01_fps01_0061,Positioning suture3,00:48:41,00:51:06
RALIHR_surgeon01_fps01_0061,Out of Body1,00:51:06,00:51:38
RALIHR_surgeon01_fps01_0061,Positioning suture4,00:51:38,00:51:50
RALIHR_surgeon01_fps01_0061,Out of Body2,00:51:50,00:52:15
RALIHR_surgeon01_fps01_0061,Positioning suture5,00:52:15,00:52:20
RALIHR_surgeon01_fps01_0061,Out of Body3,00:52:20,00:52:56
RALIHR_surgeon01_fps01_0061,Transitionary Idle6,00:52:56,00:53:10
RALIHR_surgeon01_fps01_0061,Positioning suture6,00:53:10,00:53:28
RALIHR_surgeon01_fps01_0061,Peritoneal closure2,00:53:28,00:54:49
RALIHR_surgeon01_fps01_0061,Catheter insertion1,00:54:49,00:55:25
RALIHR_surgeon01_fps01_0061,Peritoneal closure3,00:55:25,00:58:42
RALIHR_surgeon01_fps01_0061,Positioning suture7,00:58:42,01:00:16
RALIHR_surgeon01_fps01_0061,Peritoneal closure4,01:00:16,01:02:43
RALIHR_surgeon01_fps01_0061,Positioning suture8,01:02:43,01:03:24
RALIHR_surgeon01_fps01_0061,Transitionary Idle7,01:03:24,01:03:30
RALIHR_surgeon01_fps01_0061,Stationary Idle1,01:03:30,01:03:52
RALIHR_surgeon01_fps01_0062,Positioning suture1,00:00,00:05
RALIHR_surgeon01_fps01_0062,Transitionary Idle1,00:05,00:23
RALIHR_surgeon01_fps01_0062,Mesh positioning1,00:23,00:26
RALIHR_surgeon01_fps01_0062,Transitionary Idle2,00:26,00:34
RALIHR_surgeon01_fps01_0062,Reduction of Hernia1,00:34,00:37
RALIHR_surgeon01_fps01_0062,Transitionary Idle3,00:37,00:49
RALIHR_surgeon01_fps01_0062,Peritoneal scoring1,00:49,02:48
RALIHR_surgeon01_fps01_0062,Perperitoneal dissection1,02:48,06:22
RALIHR_surgeon01_fps01_0062,Reduction of Hernia2,06:22,20:02
RALIHR_surgeon01_fps01_0062,Transitionary Idle4,20:02,20:12
RALIHR_surgeon01_fps01_0062,Mesh placement1,20:12,20:44
RALIHR_surgeon01_fps01_0062,Transitionary Idle5,20:44,20:58
RALIHR_surgeon01_fps01_0062,Peritoneal scoring2,20:58,22:42
RALIHR_surgeon01_fps01_0062,Perperitoneal dissection2,22:42,26:08
RALIHR_surgeon01_fps01_0062,Reduction of Hernia3,26:08,30:26
RALIHR_surgeon01_fps01_0062,Transitionary Idle6,30:26,30:36
RALIHR_surgeon01_fps01_0062,Mesh placement2,30:36,34:54
RALIHR_surgeon01_fps01_0062,Transitionary Idle7,34:54,35:10
RALIHR_surgeon01_fps01_0062,Mesh placement3,35:10,36:45
RALIHR_surgeon01_fps01_0062,Transitionary Idle8,36:45,37:33
RALIHR_surgeon01_fps01_0062,Catheter insertion1,37:33,38:33
RALIHR_surgeon01_fps01_0062,Transitionary Idle8,38:33,38:40
RALIHR_surgeon01_fps01_0062,Positioning suture2,38:40,38:49
RALIHR_surgeon01_fps01_0062,Peritoneal closure1,38:49,42:51
RALIHR_surgeon01_fps01_0062,Positioning suture3,42:51,43:35
RALIHR_surgeon01_fps01_0062,Peritoneal closure2,43:35,48:43
RALIHR_surgeon01_fps01_0062,Positioning suture4,48:43,48:55
RALIHR_surgeon01_fps01_0062,Stationary Idle1,48:55,49:35
RALIHR_surgeon01_fps01_0062,Positioning suture5,49:35,50:44
RALIHR_surgeon01_fps01_0062,Transitionary Idle9,50:44,51:00
RALIHR_surgeon01_fps01_0063,Transitionary Idle1,00:00:00,00:00:39
RALIHR_surgeon01_fps01_0063,Peritoneal scoring1,00:00:39,00:01:54
RALIHR_surgeon01_fps01_0063,Preperitoneal dissection1,00:01:54,00:04:52
RALIHR_surgeon01_fps01_0063,Reduction of Hernia1,00:04:52,00:11:03
RALIHR_surgeon01_fps01_0063,Transitionary Idle2,00:11:03,00:11:06
RALIHR_surgeon01_fps01_0063,Mesh placement1,00:11:06,00:12:03
RALIHR_surgeon01_fps01_0063,Transitionary Idle3,00:12:03,00:12:15
RALIHR_surgeon01_fps01_0063,Positioning suture1,00:12:15,00:12:46
RALIHR_surgeon01_fps01_0063,Transitionary Idle4,00:12:46,00:13:13
RALIHR_surgeon01_fps01_0063,Peritoneal scoring2,00:13:13,00:14:10
RALIHR_surgeon01_fps01_0063,Preperitoneal dissection2,00:14:10,00:17:08
RALIHR_surgeon01_fps01_0063,Reduction of Hernia2,00:17:08,00:22:41
RALIHR_surgeon01_fps01_0063,Transitionary Idle4,00:22:41,00:31:42
RALIHR_surgeon01_fps01_0063,Mesh placement2,00:31:42,00:34:31
RALIHR_surgeon01_fps01_0063,Transitionary Idle5,00:34:31,00:34:40
RALIHR_surgeon01_fps01_0063,Mesh placement3,00:34:40,00:37:04
RALIHR_surgeon01_fps01_0063,Transitionary Idle6,00:37:04,00:37:29
RALIHR_surgeon01_fps01_0063,Catheter insertion1,00:37:29,00:38:09
RALIHR_surgeon01_fps01_0063,Transitionary Idle7,00:38:09,00:38:21
RALIHR_surgeon01_fps01_0063,Positioning suture2,00:38:21,00:38:39
RALIHR_surgeon01_fps01_0063,Peritoneal closure1,00:38:39,00:39:48
RALIHR_surgeon01_fps01_0063,Positioning suture3,00:39:48,00:40:07
RALIHR_surgeon01_fps01_0063,Peritoneal closure2,00:40:07,00:42:56
RALIHR_surgeon01_fps01_0063,Out of Body1,00:42:56,00:43:33
RALIHR_surgeon01_fps01_0063,Peritoneal closure3,00:43:33,00:49:37
RALIHR_surgeon01_fps01_0063,Transitionary Idle8,00:49:37,00:50:41
RALIHR_surgeon01_fps01_0063,Peritoneal closure4,00:50:41,01:00:49
RALIHR_surgeon01_fps01_0063,Positioning suture4,01:00:49,01:01:50
RALIHR_surgeon01_fps01_0063,Peritoneal closure5,01:01:50,01:03:33
RALIHR_surgeon01_fps01_0063,Positioning suture5,01:03:33,01:05:34
RALIHR_surgeon01_fps01_0063,Transitionary Idle9,01:05:34,01:08:31
RALIHR_surgeon01_fps01_0064,Transitionary Idle1,00:00,00:09
RALIHR_surgeon01_fps01_0064,Positioning suture1,00:09,00:16
RALIHR_surgeon01_fps01_0064,Transitionary Idle2,00:16,00:26
RALIHR_surgeon01_fps01_0064,Mesh positioning1,00:26,00:42
RALIHR_surgeon01_fps01_0064,Transitionary Idle3,00:42,01:08
RALIHR_surgeon01_fps01_0064,Peritoneal scoring1,01:08,03:26
RALIHR_surgeon01_fps01_0064,Preperitoneal dissection1,03:26,05:44
RALIHR_surgeon01_fps01_0064,Reduction of Hernia1,05:44,11:53
RALIHR_surgeon01_fps01_0064,Transitionary Idle4,11:53,12:13
RALIHR_surgeon01_fps01_0064,Mesh placement1,12:13,21:55
RALIHR_surgeon01_fps01_0064,Transitionary Idle5,21:55,22:44
RALIHR_surgeon01_fps01_0064,Catheter insertion1,22:44,23:24
RALIHR_surgeon01_fps01_0064,Transitionary Idle6,23:24,23:33
RALIHR_surgeon01_fps01_0064,Positioning suture2,23:33,23:40
RALIHR_surgeon01_fps01_0064,Peritoneal closure1,23:40,32:39
RALIHR_surgeon01_fps01_0064,Positioning suture3,32:39,33:25
RALIHR_surgeon01_fps01_0064,Transitionary Idle7,33:25,35:28
RALIHR_surgeon01_fps01_0064,Positioning suture4,35:28,36:09
RALIHR_surgeon01_fps01_0064,Peritoneal closure2,36:09,43:07
RALIHR_surgeon01_fps01_0064,Positioning suture5,43:07,43:18
RALIHR_surgeon01_fps01_0065,Transitionary Idle1,00:00:00,00:00:09
RALIHR_surgeon01_fps01_0065,Mesh positioning1,00:00:09,00:00:14
RALIHR_surgeon01_fps01_0065,Transitionary Idle2,00:00:14,00:00:20
RALIHR_surgeon01_fps01_0065,Reduction of Hernia1,00:00:20,00:00:50
RALIHR_surgeon01_fps01_0065,Transitionary Idle3,00:00:50,00:01:01
RALIHR_surgeon01_fps01_0065,Peritoneal scoring1,00:01:01,00:02:20
RALIHR_surgeon01_fps01_0065,Preperitoneal dissection1,00:02:20,00:07:03
RALIHR_surgeon01_fps01_0065,Reduction of Hernia2,00:07:03,00:17:46
RALIHR_surgeon01_fps01_0065,Transitionary Idle4,00:17:46,00:18:08
RALIHR_surgeon01_fps01_0065,Mesh placement1,00:18:08,00:20:14
RALIHR_surgeon01_fps01_0065,Transitionary Idle5,00:20:14,00:20:26
RALIHR_surgeon01_fps01_0065,Mesh placement2,00:20:26,00:20:50
RALIHR_surgeon01_fps01_0065,Peritoneal scoring2,00:20:50,00:21:35
RALIHR_surgeon01_fps01_0065,Preperitoneal dissection2,00:21:35,00:24:42
RALIHR_surgeon01_fps01_0065,Reduction of Hernia3,00:24:42,00:30:40
RALIHR_surgeon01_fps01_0065,Transitionary Idle6,00:30:40,00:30:47
RALIHR_surgeon01_fps01_0065,Mesh placement3,00:30:47,00:35:06
RALIHR_surgeon01_fps01_0065,Transitionary Idle7,00:35:06,00:35:17
RALIHR_surgeon01_fps01_0065,Positioning suture1,00:35:17,00:35:40
RALIHR_surgeon01_fps01_0065,Transitionary Idle8,00:35:40,00:36:08
RALIHR_surgeon01_fps01_0065,Catheter insertion1,00:36:08,00:36:59
RALIHR_surgeon01_fps01_0065,Transitionary Idle9,00:36:59,00:37:14
RALIHR_surgeon01_fps01_0065,Positioning suture2,00:37:14,00:37:25
RALIHR_surgeon01_fps01_0065,Peritoneal closure1,00:37:25,00:42:41
RALIHR_surgeon01_fps01_0065,Positioning suture3,00:42:41,00:42:50
RALIHR_surgeon01_fps01_0065,Peritoneal closure2,00:42:50,00:43:04
RALIHR_surgeon01_fps01_0065,Positioning suture4,00:43:04,00:43:12
RALIHR_surgeon01_fps01_0065,Transitionary Idle10,00:43:12,00:43:31
RALIHR_surgeon01_fps01_0065,Positioning suture4,00:43:31,00:43:37
RALIHR_surgeon01_fps01_0065,Stationary Idle1,00:43:37,00:44:46
RALIHR_surgeon01_fps01_0065,Peritoneal closure3,00:44:46,01:00:55
RALIHR_surgeon01_fps01_0065,Positioning suture5,01:00:55,01:03:37
RALIHR_surgeon01_fps01_0065,Transitionary Idle11,01:03:37,01:03:56
RALIHR_surgeon01_fps01_0065,Positioning suture6,01:03:56,01:04:30
RALIHR_surgeon01_fps01_0065,Stationary Idle2,01:04:30,01:04:57
RALIHR_surgeon01_fps01_0065,Positioning suture7,01:04:57,01:05:14
RALIHR_surgeon01_fps01_0065,Peritoneal closure4,01:05:14,01:06:21
RALIHR_surgeon01_fps01_0065,Positioning suture8,01:06:21,01:06:38
RALIHR_surgeon01_fps01_0065,Peritoneal closure5,01:06:38,01:08:28
RALIHR_surgeon01_fps01_0065,Positioning suture9,01:08:28,01:09:20
